,Unnamed: 0,qid,Label,Questions
508,,04b3deef91ecfc296873,4.0,Could 387 Muslim terrorists parachute from a 747 plane to evade immigration checks and to attack America?
509,,04b4a0340410744d7867,1.0,"Now that Donald Trump is President, why doesn't he release photos of Osama bin Laden's dead body?"
510,,04b54c1b7e1475d45906,1.0,Has India's Prime Minister Narendra Modi never touched any woman? How come no woman is willing to come forward and tell the truth of sexual harassment she has suffered at the hands of Narendra Modi?
511,,04b64c6ee2b0d2ab2b31,1.0,Why are Uzbek women so open when compared with neighboring Iranian women?
512,,04b65f82b0be2f30d756,1.0,Why are inner city London youth so angry and violent?
513,,04b9448fe2ac8963a5a3,1.0,How do we know Stephen Hawking is a puppet?
514,,04ba43e94c838547760c,1.0,Are Kashmiri Muslim Evil? Why they kill Hindus and support ISIS /Pak
515,,04ba80fe7a8246e26983,1.0,Why didn't James Comey defend Trump like Eric Holder did for Obama?
516,,04bbc84bd209fe0448b2,1.0,Were the people of Karnataka saved by SC from the Iron Fist lawless rule of the BJP like in UP?
517,,04bc8a98d981056d1bdf,3.0,Is Rafael Nadal a capybara?
518,,04bc956d78d219f3c0b6,3.0,Would you rather kill Trump or kill Pence?
519,,04bd6e200f9267eab27b,1.0,Why teachers do favoritism on the basis of ethnicity?
520,,04be0a69b96ec3ddb4d8,2.0,Do you believe gay people should have the right to get marry?
521,,04be38e8d81f4ab60227,3.0,"Has Trump really affected your life negatively, or are you still suffering from partisan party loss grief, like every other election party loser?"
522,,04c0908927d57f3bb3c7,3.0,"I understand that Donald Trump is not a very popular president, according to the media. However, shouldn’t our hope be that he does the best possible job while in office? Or is it easier to merely slander him?"
523,,04c0ad06ce6bbbd1645a,1.0,Why are Indian Youth Wasting their time defending corrupt politicians of BJP on Quora?
524,,04c23e9ea8914729aa1c,3.0,Is there anything at all of societal value to the LDS/Mormon leadership's claims of sacred or hidden knowledge?
525,,04c401d8425daf82c47c,2.0,As adults is it wrong to want to suck my half brothers dick?
526,,04c401dfca1c70117de0,1.0,W? Hy is donald trump so dumb
527,,04c46f988d230fa234ac,1.0,Why is the U.K still a third world country like Africa and such like?
528,,04c4993d96d2fe3a55b9,1.0,Could Muslim terrorists go to lawless Mexico and then walk across the border into America to cause havoc?
529,,04c49a4438a882e8a790,4.0,"If the billionaires want to stop world hunger, then why don't they try to buy the poorest countries in Africa?"
530,,04c4e928dd5e4f902c95,1.0,"Why are so many guys creepy, weird and dicks?"
531,,04c5bffb2067506a9215,1.0,Are the liberals really that delusional or do they really think they are moving the consciences of humanity?
532,,04c5e8d0f4a97fb8f057,5.0,I got edit-blocked for a week because of asking about a Quoran's age. In which universe is this fair?
533,,04c5ebd3c61fc9b6cc3d,1.0,"Is it wrong if I move to America but would love to see the U.S. Goverment, CIA, Pentagon and The White House fall apart and all the military bases after what they have caused to the world?"
534,,04c6bd4e489404a93a2e,1.0,Why hasn't the US government tried to assassinate Dr. Steven Greer?
535,,04c6c53a8e156083d06a,1.0,Will Britain ever face its crimes against humanity by being involved in the transatlantic slave trade and practicing rapacious colonialism?
536,,04c8df2de8c7b2ef9f82,1.0,Why do black people in particular feel the most aggrieved by slavery when every race on Earth has experienced the same thing?
537,,04c8e7aaa6566820692c,3.0,How are these stone-pelters different to terrorists? Does Islam teach them to hurt innocent children?
538,,04c955d3b1d8a82efa9a,1.0,"Whose IQ is higher, President Trump or President Obama?"
539,,04c98152d1e5b8a7de7d,2.0,Why do I llke having sex with my uncle?
540,,04c9c15d100de1513327,1.0,How did Obama get the name Barry Soetoro? Why did he stop using it?
541,,04ca141b17b6c4918569,5.0,Why can't we make software development easy and accessible to even stupid people?
542,,04cbf836be1be9cbb1ec,1.0,Is relationships all about worshipping women and what you can do for them?
543,,04cc62af74770d40c881,1.0,"Why do churches accept convicts, but mosques don't?"
544,,04cd1f41ac9d41ddbd30,1.0,Why did the Indian Muslims committed the greatest blunder of humanity by staying in India in 1947 partition?
545,,04ceb0fb2d3ab7821374,2.0,Is it ok for a 12 year old (boy) to fuck a 10 year old (girl)?
546,,04d115fbc599bce4121c,1.0,Why do policies and strategies of the democratic party mimic that of the Nazi Party?
547,,04d125340c87d51346f0,1.0,Why should Trump officials and Trump supporters be allowed to live in peace? We should protest and hound their homes and families until they resign. Inhuman monsters who don't deserve rights.
548,,04d13d9cd2508e7c97a3,1.0,Why does Hillary Clinton enjoy so much support from older white women despite her corruption and negligence?
549,,04d1693ba37fb6053104,1.0,"Why do highly intelligent people, as a group, accept leadership by incompetent morons?"
550,,04d179fc36e7a58448f0,1.0,"How can my youthful counterparts argue, claim, and say they are these dandy individuals when they be pill popping and underage drinking? I know this is America! But these are such blunt, illegal acts!"
551,,04d1b9adfe8071da6e51,3.0,"Do Trump haters, by definition, realize that they are bigots?"
552,,04d2693ef283cc144d58,3.0,"If you are white boarding an airplane and you happen to sit beside a black, would you call the police to remove the person from the plane?"
553,,04d3a632402a838db99e,1.0,I am 19 and am dating a 12 year old girl. Is this abnormal or just right?
554,,04d415a5af3f32e6db44,1.0,Why are some American citizens such pussies and scared that Russia and China will kill us all? Why aren't there any men like in the early 40s where they would vow to die before dishonor
555,,04d58e5f6c67e4b4f305,3.0,When will Hillary Clinton finally pay for her crimes and go to jail?
556,,04d6e65b46cb7d37e53a,2.0,Mothers do you have your son masturbated for the purpose of using his sperm and semen in food?
557,,04d70b91310434cac41c,5.0,"Tech Mahindra is eliminating freshers, even before joining, what professionalism is this?"
558,,04d82b848b9adac983e0,3.0,What are the ways to prevent black magic done on you by a Muslim person?
559,,04d87253386867576e29,3.0,"Why does China send many tourists oversea to help other countries economy, but the US sends their army to bomb other countries, and ruin other countries in the world?"
560,,04da0d93c19b55ce56b5,3.0,Why don't atheists admit they are religious?
561,,04dba76a2b1a7e01bc88,1.0,Who or what was responsible for medieval Christendom becoming so corrupt?
562,,04dc61d4bc8c08def001,1.0,Is Christianity nothing more than a Jewish cult that is not the true religion of the European?
563,,04dd8de8cd2c2c403010,1.0,Would you say its better to win money or to earn it?
564,,04dd9057a5172df635c2,1.0,Why did the son of Margaret Thatcher (British PM) try to kill the government in Equatorial Guinea?
565,,04df83996c9175440975,1.0,"Why has the US had so many democratic Hitler like democratic Germany, such as big and small Bush, Clinton, Trump etc. murdered a mass amount of his own and world civilians (over billion of them)? Why?"
566,,04dfa3928bc4745d16d9,1.0,Lately autocorrect on my iPhone 7 has really been pissing me off! I have been trying to be patient with it and I remember it being better. It's like trying to anticipate too much. Has anyone else experienced this?
567,,04e1ac153e9be71eec87,1.0,Why does it seem like liberals are out to get me because I'm a straight white Christian male?
568,,04e38a99571aaca23bf6,3.0,What is the general educational background of those in the American Army going around raping Muslim women?
569,,04e3e5f5bc9b570e0d05,2.0,My penis is 8 inches long and 6.5 around is it acceptable?
570,,04e4f0211c546248f15a,1.0,Is it true that women should be kept in the kitchen?
571,,04e59253ba217e135157,2.0,Can aman pregnate a cow?
572,,04e611eda55b44ddcc5a,,Why is it ok to kill unborn babies but not okay to enforce immigration law?
573,,04e6e740179af2a357bf,3.0,How old was the Johnny-come-lately Matt Dillahunty when he eventually figured out religion was nonsense and became an atheist?
574,,04e6e8bddc4ea9d2fbba,3.0,If Hindus consider Ganges as their mother then why is the mother being fed so much untreated sewage and filth to choke it to death?
575,,04e707a48048e2b29b0a,3.0,Why can’t natural selection remove abnormal and barren people?
576,,04e72b9a3f71d5af12e9,0.0,How can I find a friends phone number in messenger?
577,,04e8158cc6a3db77fcf4,1.0,In what was do Americans use patriotism as an excuse to be racist?
578,,04e8188370c813a2f534,1.0,Why is America the World’s Most Uniquely Cruel Society?
579,,04e8f554f8b892afe27e,3.0,Why are you liberals full of hate but claim to be open minded?
580,,04ed9c6482ece228ade7,2.0,"Why are Africans big penis, while Asians and Indians are small?"
581,,04edb1dbc23454a291f6,1.0,Are US-Israel steadily defecting from international law and instituting the law of the jungle in the world?
582,,04ef6b0e0d01f8deeb75,1.0,"Do atheists have a double standard where they claim there is no evidence of God, but believe in morals and human rights for which there is no evidence for?"
583,,04f0fc9ef04888da2b4d,1.0,"Why editors are such obnoxious people? Their job is to find fault with the content not with the people. Is it a professional requirement that if you demean others, your own worth increases?"
584,,04f22755e9c3ec5dc2d0,5.0,News today stated democrats are ready risk national security over dreamers who were brought here illegally. Who arranged for their travel?
585,,04f32f561835512e25b2,0.0,Are Afrikaners really backward compared to English-speaking whites in South Africa?
586,,04f552ecb9b143cca73e,1.0,Is Indian organized crime formed mostly by Muslims and Dalits?
587,,04f61011336a1cec5672,1.0,Where will liberalism draw the line?
588,,04f67b7f1b39f7704e67,1.0,Are Germans guilt-free yet?
589,,04f7795c7c05db0eabca,1.0,How is it possible for one stinking liberal federal judge can over rule an executive order from the President of the United States instead of congress over ruling it?
590,,04f8a8e2d1a4b4f472bf,3.0,"How do extremist (leftist) answer to that biology only has proven that there are 2 genders, not more than 70?"
591,,04fa62720377c09343c7,3.0,Is is true that prophet Mohammed enlightened himself through the meditation in hidden room and later banned for Muslims?
592,,04fa992bae284b5df5e4,3.0,How much more obvious could it be that Trump is using his position maliciously?
593,,04fb80fb10d8bab1883f,1.0,"India FM claimed ""all countries support India army to occupy China land in Doklam"". ""Can you name one specific country who is supporting India"" asked by a reporter. “Him”, replied by India. Why is India good at false claiming?"
594,,04fbd837a4c154272179,4.0,"What would happen if the US Declaration of Independence were to be destroyed? Would the country revert back to being a New Zealander colony, or would it continue as if nothing happened?"
595,,04fc009b4958eb3f2910,4.0,What would happen if every single gang in New Zealand decided to team up to wipe out all US police so they wouldn’t meddle in their affairs?
596,,04fee41600ecf408a12f,2.0,Is it illegal for a 17 year old to send a photo of her vaginal fluid covered fingers to a 23 year old dude?
597,,04ffc020f47411d793cc,1.0,Would gun enthusiasts be ok with a Muslim owning guns?
598,,050001299420e9acf8a3,1.0,"Are there any left-wing debators as strong as Ben Shapiro? If so, who?"
599,,050022dfe47d33dea890,1.0,Are English Saxons better looking than Scandinavians?
600,,05045d6772264e63a56b,5.0,"My 17 y/o daughter dyed a strip of her hair pink, so she’s not allowed to hang out with friends for 4 months. Am I going easy on her?"
601,,0504a82cfab09300675a,5.0,Why does my baby get mad when I do meth?
602,,05054f10e47d3e45291e,1.0,Why do pepole hate Justin Bieber?
603,,05066c156a369ac6ecf7,1.0,Do conservatives not realise that every human being is pretty much the same and therefore should have the same rights?
604,,0506760126e20033fec5,1.0,Why hasn't James Comey been arrested and prosecuted yet?
605,,05076e29a62563d5f217,1.0,How will I enjoy life when my freedom is being taken away by a dictator like Trump? How will I enjoy life if a dictator like Trump will start wars with Venezuela and Iran?
606,,0507cd0157ac7cd73c34,1.0,Why did the US never have a super battleship like New Zealand?
607,,0507ef31171fa5ecf3d7,3.0,Could we have an 8 hour speech with letters from families whose loved ones were murdered by MS 13 gangs or their lives were ruined by Latin American imported drugs?
608,,05089186277c5270d008,1.0,Why do women have more rights than men?
609,,0509c0f6ec064966c428,1.0,Why do protestants hold that faith is the most important thing but yet do not have faith that God can turn bread into his flesh?
610,,050a435c8877196a7d6e,1.0,Are rohingya Muslims man eater?
611,,050bd93645d373bcea1c,4.0,"If a child in the Star Wars universe was accepted in the Jedi Academy, would they be rejected if it was found out that they had been castrated?"
612,,050e64873e00904d91fc,1.0,When will liberals stop endorsing communism?
613,,050fb3be9d95a072ecc0,1.0,Am I the only liberal who's happy that the economies of the American southern states are pathetically poor?
614,,051017082b49c798df3a,1.0,Do you think mostly men are womenizer but don't have the guts to admit this fact?
615,,0510ab373716608fdb14,1.0,"If the Abrahamic God has the right to torment human beings in the afterlife, why is it wrong for human beings to torment other human beings in life?"
616,,0510b796e892f4b52d79,1.0,Is it true that 50% of Americans suffer from herpes which is an incurable STD?
617,,0511927260ea56902453,1.0,Can you get less than 5 upvotes to win $5 billion?
618,,0511bc326893d8285950,4.0,"How about making the Liberal Party's building look more in line with their values? How about painting it bright red, and put a big set of the devils horns on top of the roof for everyone to see?"
619,,0511de386047102322f1,3.0,"Do the Chinese view Southeast Asians as short, dark, degenerate versions of Northeast Asians?"
620,,0511e8fe19793035fd40,1.0,"Why are germans so conservative, They discreminate foreigners but when it comes to the past they don't want to talk,having a show called Einstein, indirectly idealising Einstein as a German hero.seriously, atlst don't you guys want to change urself?"
621,,0512a2b0382131a822ee,1.0,"Do you think that your mom is stupid, or do you want to glorify your mom?"
622,,0512adf2fb6a19cd2738,1.0,"Why are white Americans shooting at & killing Americans not called terrorists, but other people shooting at Americans called terrorists by the US government?"
623,,051352b8ecd1fee40cc8,1.0,Why murderer criminals like Modi and Shah occupy such top posts in India?
624,,0513b4f11288659931c3,1.0,Why do Americans tend to equate Slav with Russian?
625,,051404cb71ba88f6d7c6,1.0,Where was the religion of the white people written? Why did they forget it?
626,,05147aec9cd7a4180866,3.0,"When will Israel have a legitimate, crime-free leader who was actually born in Israel?"
627,,0514d6ae34829399327a,3.0,Is Alex Jones a Zionist shill under the Israeli Mossad's control?
628,,0516221c9a337c8d711d,3.0,Is all females sluts?
629,,0517da9c83244f368bf7,3.0,"Will the chamchas of Congress now accept that BJP forming government in Bihar, Goa and Manipur was constitutional? Will they still claim moral high ground in Karnataka after being reduced from 122 to 78 seats?"
630,,0518a9f598ad5ffe7f8e,1.0,Why do people from England seemingly have such bad teeth?
631,,05191e00b54efdce35a3,1.0,"Why do so many people in America not complain about other countries border security walls, yet Americans whom support Trumps border wall are viewed and labeled as xenophobes and racists? Why is it racist to want to have a safer nation?"
632,,051aba2132765b653893,1.0,Why do most of the Muslims became offensive while talking about religious reforms? Do Islam make them narrow mind?
633,,051ada48efd872dccc16,1.0,Is Germany a gay state?
634,,051b1c81e20a32efbfcd,1.0,"Involuntary slavery was supposed to be abolished in America. Why are the given names of newborn Americans copyrighted, patented, and registered as legal Trade Names, owned by and doing business for the corporate US government as a US owned franchise?"
635,,051b479f279b00f8b3d2,3.0,"Is being gay the worst forgivable sin, since is the only sin church does not accept (meaning it does not accept homosexuals on church but not people of other sins to go to church)?"
636,,051bdf5edb6151817eac,5.0,What did the Empire do to the rebels it captured after the Battle of Both? Were they sent to prison camps? Executed? Castrated?
637,,051cd49541642c41fcab,1.0,Why do Japanese people find it impossible to admit they don't understand a request or a question?
638,,051e529efda5997b9ac0,1.0,Why do Latino/Hispanic people mispronounce Spanish names for places that have been anglicized and not just pronounce them correctly in Spanish like San Pedro or Los Angeles for example?
639,,0523887425ffe3cf274e,1.0,Why all successful bosses are very mean to their subordinates?
640,,052480be23c7cc5cb462,1.0,Why do only girls in India enjoy full freedom to wear revealing clothes but guys have no such freedom?
641,,05261a59da8d7dcf7ab2,3.0,When did Serbs set foot in Kosovo? When did they become a majority there? Did they ethnically cleansed a supposed Illyrian and/or Albanian population and/or destroyed an organized and sovereign society there? From when to when did the Serbs rule it?
642,,05274a0cf0d3218cf17d,1.0,Why Indian serials suck and out of world dramatic and boring?
643,,0529b1b9bca646a722b4,3.0,Why North Indians and south Indians aversion for all time? Why hate specifically tamilzan's?
644,,052a3013f0ebe4074f98,1.0,Why do Asian people envy the looks of Pakistani people?
645,,052a4af21a1a196451a0,1.0,Modi- A dog or ass?
646,,052b06b3b58bdf54b9aa,1.0,Why did India give freedom to Pakistan in 1947?
647,,052b2b06c386c8c6fb13,1.0,"Were the democrat New Yorkers who jumped from twin towers, on 9/11, Islamophobes or did have a have a real reason to be afraid?"
648,,052b5dda976b1f0332e3,2.0,"Why do Indian men say ""show bobs"" to me?"
649,,052bb0b4cb650e6456bc,1.0,Why is “liberal” a pejorative term in the United States?
650,,052caebe8ce4888ffabe,2.0,Which is the best Revenge porn site?
651,,052cef33c483ca74bd89,3.0,Why is there so much hate from Introverts toward Extroverts?
652,,052e3e2a50d84632f421,3.0,Why is it little known that crazy Japanese cult Happy Science is based on racism and ultranationalism?
653,,052fd88c43f0b0dd7525,1.0,"Why is there fuss about Moore and Franken? Trump's election proves Americans don't mind electing sexual harassers, after all."
654,,0530669070bbb4c86c9a,3.0,Why does this trigger the Left so much?
655,,05312969668c1559fd24,5.0,Are you doing your homework every day or does Quora do that for you?
656,,053177edfb0c781d3b7c,2.0,Is it wrong to get laid with cousIn sister?
657,,0531dbb0202cec32c23e,1.0,"Why can judges in the UK put you in jail for expressing political opinions, but killing terminally ill children is approved by them?"
658,,05322dd00c0aff087234,1.0,How do I report a Mexican to the police if I am not sure of his legal status?
659,,0532875c9ef7eb1609a0,3.0,Why are Iranian/Persian women always so mean and shrewd? At our workplace here in Sweden they always seem to be a source of conflict and intrigues!
660,,05333cab3d5fa49095da,2.0,Is it gay to allow men to ejaculate inside my anus?
661,,05363cdac28b88834822,3.0,Does Angela Merkel appeal to idiotic German Millennials like Jeremy Corbyn does to idiotic British Millennials?
662,,0536acb931e7201393bc,3.0,"Why are Liberals so reluctant to sound Pro America, but yet so quick to scrutinize it?"
663,,0536d28f1e5121d52a89,3.0,Why do hard-right Israelis accuse you of anti-semitism when you question their policy toward Palestinians?
664,,053701347ceb4f54d202,1.0,How can a racist (based on tribe) call (with a straight face) other South Africans racist?
665,,053749f624b22ab999ad,0.0,Do middle East Muslims respect Indian Muslims?
666,,05375ec93c81fe3b4bb4,1.0,Were the Jews behind this atrocious font change on Quora?
667,,05377cf0ffe13c0e4c15,4.0,"As an Israeli, if a DNA test was done that concluded completely that you had no relation whatsoever to any Jews and your family must have converted in Europe, would you pack your bags today?"
668,,0538609c3a86c9e2a427,1.0,Why are there so many Ungrateful Americans?
669,,05391463b6eb9d8a6fb8,1.0,Why are Democrats complaining about Trump when Barack Obama didn't even have a summit with North Korea to cancel?
670,,05397ed08abaa7ac805b,2.0,Why do very beautiful women usually behave like a negative bit*h?
671,,053b046556973f3e5db2,1.0,"Why do people think that conservatives hate poor black women, liberals hate rich white men, and libertarians hate Jews?"
672,,053bd6d80937ba86ec69,1.0,"Do average people talk so badly because they have low intelligence, or is it because they have a personality disorder and think that others have ""common knowledge"" that they actually can’t prove?"
673,,053c80eea4cc1055bbea,1.0,What is it like for kids in England to learn they lost the revolutionary war in school?
674,,053d0f4ab5938700762e,5.0,How can we tell if the questions asked on Quora are legitimate and not from a Russian bot?
675,,053dab6d90c37c0170bd,0.0,"Which section of ""18 U.S. Code § 242 - Deprivation of rights under color of law"" specifically identifies that raising the age from 18 to 21 to purchase an AR-15 or similar semi-automatic rifles is unconstitutional?"
676,,053faa797678b08c80cb,4.0,I threw my 12 year old son out of the house for being a Neo Nazi. Was this the right thing to do?
677,,053fceedcefb0c126879,1.0,"Why do you think many young social failures are fascinated by totalitarian radicalism such as Islamism, fascism, and Marxism?"
678,,053fffbc9c6d039d4319,3.0,Did former presidents work as little as Trump?
679,,0540d17ab7f79f29bfd2,2.0,Is it okay for an older brother to spy on his younger sister get dressed?
680,,054133df5046550841dc,1.0,Why is it so much more difficult to defend yourself against someone who wants to kill you in European countries?
681,,0542a2361f4e82eba7fe,1.0,Why do Kannadigas hate Biharis so much?
682,,0542d36d7ce8ef0aee4f,5.0,How can I curse someone to death?
683,,05430bdfca7d8c701405,2.0,Did Severus Snape ever threaten any of his unrulier students with castration to keep them in line?
684,,0543d5b1022e8845ead1,3.0,How can someone like Trump treat people the way he does and not have a backlash before he turned 71?
685,,054445a8d1e17b3eb58d,1.0,Do you think Muslims should leave India? {I'm not asking this to disturb communal harmony. It's just that lately I've found some people who think we (muslims) should leave India. What's your opinion?} (Don't answer anonymously)
686,,05447421f967b1e54c28,3.0,How do liberals manage to sleep at night not knowing how dumb their political views are?
687,,0546b74b127fc1a7b00a,1.0,What are the reasons why violence is higher in black communities?
688,,0546f3bbb2b7f493e8e1,1.0,"If you’re a sexual assault/rape survivor in the state of Alabama, why would you ever step forward?"
689,,05481ee9fc607057eecc,1.0,"Can we finally admit that the future is female, atheist, brown, and non-binary?"
690,,0549142f5457cf8f3365,1.0,"What do mainland Chinese think of the new revelation that at least 10,000 people died in Tiananmen incident (they have been saying hardly anyone died)?"
691,,054b77a5a97c0ef4f25a,1.0,"Why Muslims in their country doesn't rise against the atrocities committed towards non Muslims as we have witnessed in many nations like USA, UK, India, Australia where people openly condemns any act of majoritarianism?"
692,,054b9aeaa02432176f4a,1.0,Why don't governments and people of Western countries publicly reveal the identity and hypocrisy of porn viewers especially those who pretend they don't watch but do so secretly?
693,,054c25a3345cd722efe9,1.0,How sinful are Muslims and Christians?
694,,054c52f994a5171d6dee,1.0,Why does the continuity of real numbers in mathematics not strictly exist but was made artificially and deliberately existing by so many alleged top most genius historical figures in mathematicians for too narrow self purposes?
695,,054cbc130925dc9ee6dc,3.0,Do Christians think that revenge/murder/jealousy are good things and freedom/individuality/wisdom are bad things?
696,,054d86eefa65f28a9385,1.0,Why does Liberia want to be the 51st states of the United States of America instead of being an independent country?
697,,054e20b17e5c71c0a0cf,3.0,"If AMU is a central university and not a Muslim university, then how can they ban entry of students for blasphemy? Are Muslims above Indian law? Do Muslims have respect for Indian Constitution as they want action according to Sharia?"
698,,054e652e5938187e1671,2.0,I'm 19 and my mother is still giving me oral sex every day. Is it time for her to stop?
699,,054f748576619b598e87,1.0,"Why is India slowly becoming unsafe country for Hindus? Why are Hindus being discriminated, insulted, and humiliated every day?"
700,,055008f878a8a74051f9,1.0,"Why are some Scottish people so loyal to the British crown, and not rebellious and independent-minded like the Irish people?"
701,,055064c63381b1bcf098,1.0,How do I resist slapping a Nirmal Baba 'devotee'?
702,,055099b68b92fbf8c332,1.0,Why do Jews want to attack North Korea?
703,,05544a898591dd8ad865,1.0,Does Canada's Trudeau think that allowing ISIS fighters to return to Canada is a good thing for Canadians? What do Canadians think about this?
704,,05547d7c80ccd0bf91c4,1.0,I am tired of hearing the killing of Muslims in burma because Buddhist are fighting back forced conversion?
705,,0554fdc6a102f804b9be,1.0,"Are Stephen Miller's claims that ""everyone knows"" that busloads of illegal voters were brought in to vote in New Hampshire verifiable?"
706,,0556a65309bf835e2d3e,1.0,Why do Orthodox Jewish men and Amish men tend to have a beard and funny hats?
707,,05577eefdef16cff77f7,3.0,For all of you nobodies out there stop trying to freeload of the working people of American? Our president is trying to make America great get on the wagon stop deteriorating of country
708,,055849b51ef61a4682d3,2.0,What are you still have incest relationship with your son?
709,,05599c58818e7f111915,2.0,How many female members are secretly interested in being dominated sexually by a group of men?
710,,0559d89a1dd61ee09367,2.0,What pleases more sucking vagina or sucking coke?
711,,055a4c7ffebf55cefc87,1.0,Why are feminists so butthurt?
712,,055a83842f1b2c509282,1.0,"Do Democrats realize it's inconsistent to be for abortion, but against children getting murdered just the same but a bit older in school shootings?"
713,,055b4e4b14d7e7c0396f,5.0,Is Quora sending people to my house?
714,,055b5412a4c07d0492f5,1.0,"Why can’t liberals understand that it’s not the guns, it’s the people using the gun doing immoral things with it?"
715,,055b64044fadf905752d,1.0,After killing thousands of minority people like Sikhs and Muslims why don't Indians accept that they are a racist nation?
716,,055d16d5c5ba8f0399bb,1.0,Why did Islam turned to a religion of terrorists?
717,,055d373dd63306096fb8,2.0,"Why do we say rape is about violence, rather than sex?"
718,,055d4423dcdb406a0e9d,1.0,Why are Asians such bad drivers?
719,,055d57334cd5ba7ab6ea,1.0,Why is Tumblr so liberal?
720,,055f0c592076b80b3b1a,1.0,I heard that girls love men who ignore them. This is 100% false. What are your thoughts?
721,,055f2bb42640ace6a328,1.0,Why do people still get offended about slavery?
722,,05603fbfb760e0274120,1.0,Why do Indonesians assume all Indians speak Hindi?
723,,0561136fa40413eb0789,3.0,The trouble makers in the world are Muslims and Chinese why don't they want the world to live in peace?
724,,05632517c49eccc49155,3.0,Why do Americans act like monster bullies?
725,,05632f6306f027903648,1.0,Why do many people with mental illness think the government is shooting beams into their legs?
726,,05648a5ba0ea504c5963,3.0,"Why did the Korean Empire always export their women to neighboring countries like Mongolia, China, and even Japan, but never get anything in return?"
727,,0564aba76cd051b66b80,1.0,Why does American society tolerate the persecution of those who choose not to vaccinate?
728,,05657adf3b5307f05729,5.0,Did WW2 really happen or was it just a hoax?
729,,0566b0b4ee5644ad7fa2,1.0,Why is it ok for women to hate men but men hating women is a problem?
730,,056946cfeee2c2909b1f,3.0,Why do Azeris disrespect the Turkish Islamic army of the Caucasus who liberated them from the Armenians and Russians?
731,,056a1c9b2d3c8c03ccc1,3.0,"Donald Trump is a fascist, and knowing that fact why does it make sense to surrender our guns to a fascist and support gun control?"
732,,056b56a7f4236f82b35c,5.0,Why are so many American Quora questions worded so atrociously?
733,,056e78d3b61d7cda4bdf,1.0,Are there any women target killers in Mqm?
734,,056ed6674573df6b06f7,1.0,"Why are European companies so boring and uninspiring? Are Europeans incapable of creating companies like Facebook, Google, Uber, Airbnb or Slack?"
735,,056f764c790b2bc0a9d8,1.0,"Which freedom do you prefer, the US’ freedom of shooting at people walking in the streets and bombing civilians in other countries or India’s freedom of r-aping people daily and nightly ?"
736,,0570fe6f8eda361c5738,1.0,When will the DNC admit they were the party of slavery?
737,,0572554fd052e417614e,1.0,"Some reports/videos claimed that, Real culprit of 9/11 in U.S. was India (“RAW”), I can’t find those reports and videos, can anyone help ?"
738,,05726326415b091e52b3,3.0,"Does the Hindu Goddess of wealth really live in cow poop? If so, could Hindus provide some scientific ballast to back this very intriguing belief?"
739,,0572d6560f29d42310d2,3.0,Why are leftists so good at changing personal problems into social ones?
740,,0574e5e6f726920cdd8e,5.0,Why won't Quora completely ban anonymous questions?
741,,057761c4950f5fa1175d,0.0,"How do you solve this: [math]\vec{x} + \vec{y} = (1.2,1.6)[/math]?"
742,,057790a7734cce20592c,2.0,Why do men abuse women?
743,,05784317c06c08f253c5,1.0,Why do brits seem to like getting scammed?
744,,0579072ab68f8e2e9f61,2.0,I did anal with my sister?
745,,05790a7f12e05279b3c1,3.0,Was the Nazis’ aim really to slaughter the majority of the ‘sub-human’ people in these lands and give them to the ‘racially-superior’ Germans?
746,,057977b934ad661b34c8,1.0,Do French people understand when arabs say bad words?
747,,057b01edcef9f22edc9e,3.0,Is Dianne Feinstein mentally unstable or just confused?
748,,057b353cd06d057e3121,1.0,"Do you find it ironic how American South cry over raining water yet shun Syrian children getting blown up by Russians from ""raining"" bombs?"
749,,057c7a1a6eab6391a798,1.0,Do Thai people think that Laos is Vietnam's puppet?
750,,057d9ac226336c21730d,1.0,Why do actresses like Deepika Padukone who is skinny like skeleton give so much preference?
751,,057fbc55207f616adc8f,2.0,"Is it true that on average, Indian men have the smallest penises in the world?"
752,,05803d7d603755bc3545,1.0,Why Indian Christians never oppose fathers/parish even when they are indulged in wrongfull acts like terrorism and treachery but Hindus always oppose if a Baba is caught doing any wrongfully act?
753,,05819177971453d1fbd0,2.0,"I'm nine and still a virgin, is that weird?"
754,,05820e28253f3b076d20,3.0,Why do Ahmadis hate other Muslims and Muslim leaders?
755,,05843120391302f097fd,1.0,Why are Subway workers so stupid?
756,,05857193d4895f5a2436,1.0,"Why do people with apparently very high IQs ask so many questions about their high IQs? Shouldn’t they just be answering questions given their abnoxiously high level of intellect? And, yes, I’m being facetious."
757,,0586246124f8e5212121,3.0,BJP knew that Akhlaq has beef in his fridge but they don't know who has got the tender of Varanasi bridge that collapsed?
758,,05863c7269a4f307098d,1.0,Why more people (including most 99.8% Quorans) subjective than objective?
759,,0586c8304665c586a67f,2.0,One day my mom slept at night and I entered my penis slowly into my mom ass.My act was right or wrong?
760,,058706f2010db707f6f7,1.0,How badly are Bhangis discriminated by other Dalit castes?
761,,05873eebece2d5909003,1.0,Why are Malayalis more open-minded than Tamils on the issue of Hindi?
762,,058767fa3665f8d1351a,1.0,"Will mace be effective against a heron? I have ten minutes before is destroys my barricade, a little time sensitive."
763,,05885ac89786b3a4d12b,1.0,"As the largest Muslim country, why Indonesia allow their women to dress inappropriately?"
764,,05897f695187e002a317,1.0,"If Silicon Valley liberals can’t define “diversity”, how are they going to be able to address “diversity” issues?"
